Data,Temperatura,Umidade,IndiceCalor,MudancaTemp,MudancaUmi,MudancaSen
1708981011,26.0,62.0,27.000433,0,0,0
1708981012,26.0,62.0,27.000433,0,0,0
1708981014,26.0,62.0,27.000433,0,0,0
1708981015,26.0,63.0,27.037058,0,0,0
1708981017,26.0,63.0,27.037058,0,0,0
1708981018,26.0,63.0,27.037058,0,0,0
1708981020,26.0,63.0,27.037058,0,0,0
1708981022,26.0,63.0,27.037058,0,0,0
1708981023,26.0,63.0,27.037058,0,0,0
1708981025,26.0,63.0,27.037058,0,0,0
1708981026,26.0,63.0,27.037058,0,0,0
1708981028,26.0,63.0,27.037058,0,0,0
1708981029,26.0,63.0,27.037058,0,0,0
1708981031,26.0,63.0,27.037058,0,0,0
1708981032,26.0,63.0,27.037058,0,0,0
1708981034,26.0,63.0,27.037058,0,0,0
1708981035,26.0,63.0,27.037058,0,0,0
1708981037,26.0,63.0,27.037058,0,0,0
1708981038,26.0,63.0,27.037058,0,0,0
1708981040,26.0,63.0,27.037058,0,0,0
1708981041,26.0,63.0,27.037058,0,0,0
1708981043,26.0,63.0,27.037058,0,0,0
1708981044,26.0,63.0,27.037058,0,0,0
1708981046,26.0,63.0,27.037058,0,0,0
1708981047,26.0,63.0,27.037058,0,0,0
1708981049,26.0,63.0,27.037058,0,0,0
1708981051,26.0,63.0,27.037058,0,0,0
1708981052,26.0,63.0,27.037058,0,0,0
1708981054,26.0,63.0,27.037058,0,0,0
1708981055,26.0,63.0,27.037058,0,0,0
1708981057,26.0,63.0,27.037058,0,0,0
1708981058,26.0,63.0,27.037058,0,0,0
1708981060,26.0,63.0,27.037058,0,0,0
1708981061,26.0,63.0,27.037058,0,0,0
1708981063,26.0,63.0,27.037058,0,0,0
1708981064,26.0,63.0,27.037058,0,0,0
1708981066,26.0,63.0,27.037058,0,0,0
1708981067,26.0,63.0,27.037058,0,0,0
1708981069,26.0,63.0,27.037058,0,0,0
1708981070,26.0,63.0,27.037058,0,0,0
1708981072,26.0,63.0,27.037058,0,0,0
1708981073,26.0,63.0,27.037058,0,0,0
1708981075,26.0,63.0,27.037058,0,0,0
1708981077,26.0,63.0,27.037058,0,0,0
1708981078,26.0,63.0,27.037058,0,0,0
1708981080,26.0,63.0,27.037058,0,0,0
1708981081,26.0,63.0,27.037058,0,0,0
1708981083,26.0,63.0,27.037058,0,0,0
1708981084,26.0,63.0,27.037058,0,0,0
1708981086,26.0,63.0,27.037058,0,0,0
1708981087,26.0,63.0,27.037058,0,0,0
1708981105,27.0,64.0,28.377401,0,0,0
1708981106,27.0,64.0,28.377401,0,0,0
1708981107,27.0,64.0,28.377401,0,0,0
1708981109,28.0,64.0,29.910242,0,0,0
1708981110,28.0,64.0,29.910242,0,0,0
1708981112,28.0,64.0,29.910242,0,0,0
1708981114,28.0,64.0,29.910242,0,0,0
1708981115,28.0,64.0,29.910242,0,0,0
1708981117,28.0,64.0,29.910242,0,0,0
1708981118,28.0,64.0,29.910242,0,0,0
1708981120,28.0,64.0,29.910242,0,0,0
1708981121,28.0,63.0,29.791813,0,0,0
1708981123,28.0,63.0,29.791813,0,0,0
1708981124,28.0,63.0,29.791813,0,0,0
1708981126,28.0,63.0,29.791813,0,0,0
1708981127,28.0,63.0,29.791813,0,0,0
1708981129,28.0,63.0,29.791813,0,0,0
1708981130,28.0,62.0,29.675547,0,0,0
1708981132,28.0,62.0,29.675547,0,0,0
1708981133,29.0,62.0,31.346249,0,0,0
1708981135,29.0,62.0,31.346249,0,0,0
1708981136,29.0,62.0,31.346249,0,0,0
1708981309,28.0,57.0,29.126606,0,0,0
1708981313,28.0,57.0,29.126606,0,0,0
1708981318,28.0,57.0,29.126606,0,0,0
1708981322,28.0,57.0,29.126606,0,0,0
1708981327,28.0,57.0,29.126606,0,0,0
1708981332,28.0,57.0,29.126606,0,0,0
1708981336,28.0,57.0,29.126606,0,0,0
1708981341,28.0,57.0,29.126606,0,0,0
1708981345,28.0,57.0,29.126606,0,0,0
1708981350,28.0,57.0,29.126606,0,0,0
1708981354,27.0,57.0,27.87007,0,0,0
1708981359,28.0,57.0,29.126606,0,0,0
1708981364,27.0,57.0,27.87007,0,0,0
1708981368,28.0,58.0,29.232077,0,0,0
1708981373,28.0,58.0,29.232077,0,0,0
1708981377,28.0,58.0,29.232077,0,0,0
1708981382,30.0,60.0,32.831703,0,0,0
1708981387,32.0,60.0,37.073914,0,0,0
1708981391,33.0,59.0,39.162094,0,0,0
1708981396,34.0,59.0,41.760849,0,0,0
1708981400,35.0,57.0,43.641167,0,0,0
1708981405,36.0,56.0,46.016296,0,0,0
1708981409,37.0,54.0,47.910069,0,0,0
1708981414,37.0,52.0,46.820999,0,0,0
1708981419,37.0,50.0,45.776035,0,0,0
1708981423,37.0,48.0,44.775181,0,0,0
1708981428,37.0,47.0,44.291294,0,0,0
1708981432,37.0,46.0,43.818436,0,0,1
1708981437,36.0,45.0,41.013863,0,0,0
1708981442,36.0,44.0,40.619686,0,0,0
1708981446,36.0,43.0,40.235615,0,0,0
1708981451,36.0,43.0,40.235615,0,0,0
1708981455,36.0,44.0,40.619686,0,0,0
1708981460,37.0,44.0,42.905792,0,0,0
1708981464,37.0,43.0,42.466011,0,0,0
1708981469,38.0,43.0,44.848766,0,0,0
1708981474,39.0,44.0,47.946445,0,0,0
1708981478,40.0,43.0,50.071301,0,0,0
1708981483,42.0,43.0,55.90321,0,0,0
1708981487,44.0,42.0,61.425507,0,0,0
1708981492,46.0,41.0,67.227119,0,0,0
1708981496,48.0,40.0,73.266922,0,0,0
1708981501,50.0,39.0,79.503471,0,0,0
1708981506,51.0,36.0,78.987579,0,0,0
1708981510,52.0,34.0,79.666237,0,0,0
1708981515,53.0,32.0,80.123688,0,0,0
1708981520,54.0,30.0,80.344559,0,0,0
1708981524,53.0,29.0,75.513092,0,0,0
1708981529,53.0,27.0,72.558998,0,0,0
1708981533,53.0,26.0,71.117836,0,0,0
1708981538,52.0,25.0,67.01033,0,0,0
1708981543,51.0,24.0,63.210655,0,0,0
1708981547,51.0,24.0,63.210655,0,0,0
1708981551,50.0,23.0,59.704426,0,0,0
1708981556,49.0,23.0,57.439926,0,0,0
1708981561,48.0,22.0,54.371479,0,0,0
1708981566,48.0,22.0,54.371479,0,0,0
1708981570,47.0,21.0,51.55854,0,0,0
1708981574,46.0,21.0,49.667725,0,0,0
1708981579,46.0,20.0,48.986458,1,1,1
1708981584,45.0,20.0,47.232285,0,0,0
1708981588,44.0,20.0,45.539101,0,0,0
1708981593,44.0,21.0,46.081432,0,0,0
1708981597,43.0,21.0,44.385971,0,0,0
1708981602,42.0,22.0,43.190994,0,0,0
1708981607,42.0,22.0,43.190994,0,0,0
1708981611,41.0,23.0,41.964001,0,0,0
1708981616,41.0,23.0,41.964001,0,0,0
1708981620,40.0,24.0,40.714714,0,0,0
1708981625,40.0,24.0,40.714714,0,0,0
1708981629,39.0,24.0,39.134144,0,0,0
1708981634,39.0,24.0,39.134144,0,0,0
1708981639,38.0,24.0,37.630997,0,0,0
1708981643,38.0,23.0,37.370522,0,0,0
1708981648,37.0,23.0,35.986023,0,0,0
1708981652,37.0,23.0,35.986023,0,0,0
1708981657,37.0,23.0,35.986023,0,0,0
1708981662,36.0,23.0,34.674866,0,0,0
1708981666,36.0,23.0,34.674866,0,0,0
1708981671,36.0,23.0,34.674866,0,0,0
1708981675,35.0,23.0,33.437035,0,0,0
1708981680,35.0,23.0,33.437035,0,0,0
1708981684,35.0,23.0,33.437035,0,0,0
1708981689,35.0,23.0,33.437035,0,0,0
1708981694,34.0,23.0,32.272537,0,0,0
1708981698,34.0,23.0,32.272537,0,0,0
1708981703,34.0,23.0,32.272537,0,0,0
1708981707,34.0,24.0,32.392601,0,0,0
1708981712,33.0,24.0,31.276556,0,0,0
1708981717,33.0,25.0,31.378962,0,0,0
1708981721,33.0,25.0,31.378962,0,0,0
1708981726,33.0,25.0,31.378962,1,1,1
1708981730,33.0,26.0,31.4886,0,0,0
1708981735,32.0,26.0,30.405415,0,0,0
1708981739,32.0,27.0,30.498522,0,0,0
1708981744,32.0,28.0,30.597878,0,0,0
1708981749,32.0,28.0,30.597878,0,0,0
1708981753,32.0,28.0,30.597878,0,0,0
1708981758,32.0,29.0,30.703474,0,0,0
1708981762,31.0,30.0,29.73284,0,0,0
1708981767,31.0,30.0,29.73284,0,0,0
1708981772,31.0,31.0,29.827213,0,0,0
1708981776,31.0,31.0,29.827213,0,0,0
1708981781,31.0,32.0,29.926832,0,0,0
1708981785,31.0,32.0,29.926832,0,0,0
1708981790,31.0,33.0,30.031696,0,0,0
1708981795,30.0,34.0,29.075981,0,0,0
1708981799,30.0,34.0,29.075981,0,0,0
1708981804,30.0,35.0,29.167553,0,0,0
1708981808,30.0,36.0,29.263357,0,0,0
1708981813,30.0,36.0,29.263357,0,0,0
1708981817,30.0,37.0,29.36339,0,0,0
1708981822,30.0,38.0,29.467653,0,0,0
1708981827,30.0,38.0,29.467653,0,0,0
1708981831,30.0,39.0,29.576145,0,0,0
1708981836,29.0,40.0,28.606018,0,0,0
1708981840,29.0,40.0,28.606018,0,0,0
1708981845,29.0,40.0,28.606018,0,0,0
1708981849,29.0,41.0,28.696957,0,0,0
1708981854,29.0,41.0,28.696957,0,0,0
1708981859,29.0,41.0,28.696957,0,0,0
1708981871,29.0,42.0,28.791088,0,0,0
1708981871,29.0,42.0,28.791088,0,0,0
1708981872,29.0,42.0,28.791088,1,1,1
1708981877,29.0,43.0,28.88843,0,0,0
1708981882,29.0,43.0,28.88843,0,0,0
1708981886,28.0,43.0,27.876787,0,0,0
1708981891,28.0,44.0,27.952021,0,0,0
1708981895,28.0,44.0,27.952021,0,0,0
1708981900,28.0,44.0,27.952021,0,0,0
1708981904,28.0,45.0,28.029415,0,0,0
1708981909,28.0,45.0,28.029415,0,0,0
1708981914,28.0,45.0,28.029415,0,0,0
1708981918,28.0,46.0,28.108973,0,0,0
1708981923,28.0,46.0,28.108973,0,0,0
1708981927,28.0,46.0,28.108973,0,0,0
1708981932,28.0,47.0,28.190687,0,0,0
1708981937,28.0,47.0,28.190687,0,0,0
1708981941,28.0,48.0,28.274563,0,0,0
1708981946,28.0,48.0,28.274563,0,0,0
1708981950,28.0,48.0,28.274563,0,0,0
1708981955,28.0,49.0,28.360596,0,0,0
1708981959,28.0,49.0,28.360596,0,0,0
1708981964,28.0,49.0,28.360596,0,0,0
1708981969,28.0,49.0,28.360596,0,0,0
1708981973,28.0,50.0,28.448788,0,0,0
1708981978,28.0,50.0,28.448788,0,0,0
1708981982,27.0,50.0,27.416759,0,0,0
1708981987,27.0,50.0,27.416759,0,0,0
1708981992,27.0,51.0,27.47821,0,0,0
1708981996,27.0,51.0,27.47821,0,0,0
1708982001,27.0,51.0,27.47821,0,0,0
1708982005,27.0,51.0,27.47821,0,0,0
1708982010,27.0,52.0,27.540766,0,0,0
1708982014,28.0,52.0,28.631653,0,0,0
1708982019,28.0,52.0,28.631653,1,1,1
1708982024,28.0,53.0,28.726324,0,0,0
1708982028,29.0,53.0,30.037924,0,0,0
1708982033,29.0,53.0,30.037924,0,0,0
1708982037,29.0,53.0,30.037924,0,0,0
1708982042,30.0,54.0,31.711182,0,0,0
1708982047,32.0,53.0,35.11095,0,0,0
1708982051,35.0,53.0,41.891289,0,0,0
1708982069,44.0,49.0,68.218063,0,0,0
1708982076,48.0,45.0,79.682243,0,0,0
1708982077,48.0,45.0,79.682243,0,0,0
1708982089,49.0,41.0,78.367592,0,0,0
1708982091,49.0,40.0,77.02607,0,0,0
1708982092,49.0,40.0,77.02607,0,0,0
1708982094,49.0,39.0,75.705589,0,0,0
1708982095,49.0,39.0,75.705589,0,0,0
1708982097,49.0,38.0,74.406158,0,0,0
1708982098,49.0,38.0,74.406158,0,0,0
1708982100,49.0,36.0,71.870415,0,0,0
1708982101,49.0,36.0,71.870415,0,0,0
1708982103,49.0,35.0,70.634109,0,0,0
1708982104,49.0,35.0,70.634109,0,0,0
1708982106,49.0,33.0,68.224632,0,0,0
1708982107,49.0,33.0,68.224632,0,0,0
1708982109,49.0,32.0,67.051468,0,0,0
1708982110,49.0,32.0,67.051468,0,0,0
1708982112,48.0,31.0,62.99752,0,0,0
1708982113,48.0,31.0,62.99752,0,0,0
1708982115,48.0,30.0,61.957912,0,0,0
1708982116,48.0,30.0,61.957912,0,0,0
1708982118,48.0,29.0,60.938602,0,0,0
1708982120,48.0,29.0,60.938602,0,0,0
1708982121,48.0,28.0,59.939579,0,0,0
1708982123,48.0,28.0,59.939579,0,0,0
1708982124,48.0,28.0,59.939579,0,0,0
1708982126,48.0,28.0,59.939579,0,0,0
1708982127,48.0,27.0,58.960838,0,0,0
1708982129,48.0,27.0,58.960838,0,0,0
1708982130,49.0,27.0,61.501274,0,0,0
1708982132,49.0,27.0,61.501274,0,0,0
1708982133,50.0,27.0,64.131317,0,0,0
1708982135,50.0,27.0,64.131317,0,0,0
1708982136,50.0,26.0,62.991917,0,0,0
1708982138,50.0,26.0,62.991917,0,0,0
1708982143,52.0,26.0,68.323639,0,0,0
1708982144,52.0,26.0,68.323639,0,0,0
1708982150,52.0,25.0,67.01033,0,0,0
1708982150,52.0,25.0,67.01033,0,0,0
1708982152,53.0,25.0,69.700592,0,0,0
1708982153,53.0,25.0,69.700592,0,0,0
1708982158,52.0,25.0,67.01033,0,0,0
1708982159,52.0,25.0,67.01033,0,0,0
1708982161,52.0,24.0,65.720253,0,0,0
1708982163,52.0,24.0,65.720253,0,0,0
1708982164,52.0,24.0,65.720253,0,0,0
1708982165,52.0,24.0,65.720253,0,0,0
1708982167,52.0,24.0,65.720253,0,0,0
1708982168,52.0,24.0,65.720253,0,0,0
1708982170,52.0,23.0,64.4534,0,0,0
1708982171,52.0,23.0,64.4534,0,0,0
1708982173,52.0,23.0,64.4534,0,0,0
1708982175,52.0,23.0,64.4534,0,0,0
1708982176,51.0,23.0,62.042252,0,0,0
1708982178,51.0,23.0,62.042252,0,0,0
1708982179,51.0,23.0,62.042252,0,0,0
1708982181,51.0,23.0,62.042252,0,0,0
1708982182,51.0,23.0,62.042252,0,0,0
1708982184,51.0,23.0,62.042252,0,0,0
1708982185,51.0,23.0,62.042252,0,0,0
1708982187,51.0,23.0,62.042252,0,0,0
1708982188,50.0,22.0,58.652164,0,0,0
1708982190,50.0,22.0,58.652164,0,0,0
1708982191,50.0,22.0,58.652164,0,0,0
1708982193,50.0,22.0,58.652164,0,0,0
1708982194,49.0,22.0,56.477207,1,1,1
1708982196,49.0,22.0,56.477207,0,0,0
1708982197,49.0,22.0,56.477207,0,0,0
1708982199,49.0,22.0,56.477207,0,0,0
1708982200,48.0,21.0,53.514481,0,0,0
1708982202,48.0,21.0,53.514481,0,0,0
1708982203,47.0,21.0,51.55854,0,0,0
1708982205,47.0,21.0,51.55854,0,0,0
1708982206,47.0,21.0,51.55854,0,0,0
1708982208,47.0,21.0,51.55854,0,0,0
1708982210,47.0,21.0,51.55854,0,0,0
1708982211,47.0,21.0,51.55854,0,0,0
1708982213,46.0,20.0,48.986458,0,0,0
1708982214,46.0,20.0,48.986458,0,0,0
1708982216,46.0,20.0,48.986458,0,0,0
1708982217,46.0,20.0,48.986458,0,0,0
1708982219,46.0,20.0,48.986458,0,0,0
1708982220,46.0,20.0,48.986458,0,0,0
1708982222,46.0,20.0,48.986458,0,0,0
1708982223,46.0,20.0,48.986458,0,0,0
1708982225,45.0,19.0,46.64048,0,0,0
1708982227,45.0,19.0,46.64048,0,0,0
1708982228,45.0,19.0,46.64048,0,0,0
1708982229,45.0,19.0,46.64048,0,0,0
1708982231,44.0,20.0,45.539101,0,0,0
1708982233,44.0,20.0,45.539101,0,0,0
1708982234,44.0,20.0,45.539101,0,0,0
1708982235,44.0,20.0,45.539101,0,0,0
1708982237,43.0,21.0,44.385971,0,0,0
1708982238,43.0,21.0,44.385971,0,0,0
1708982241,43.0,21.0,44.385971,0,0,0
1708982242,43.0,21.0,44.385971,0,0,0
1708982243,43.0,21.0,44.385971,1,1,1
1708982245,43.0,21.0,44.385971,0,0,0
1708982246,42.0,22.0,43.190994,0,0,0
1708982248,42.0,22.0,43.190994,0,0,0
1708982249,42.0,22.0,43.190994,0,0,0
1708982251,42.0,22.0,43.190994,0,0,0
1708982252,41.0,22.0,41.569897,0,0,0
1708982254,41.0,22.0,41.569897,0,0,0
1708982256,41.0,22.0,41.569897,0,0,0
1708982257,41.0,22.0,41.569897,0,0,0
1708982258,41.0,23.0,41.964001,0,0,0
1708982260,41.0,23.0,41.964001,0,0,0
1708982262,41.0,23.0,41.964001,0,0,0
1708982263,41.0,23.0,41.964001,0,0,0
1708982264,40.0,24.0,40.714714,0,0,0
1708982266,40.0,24.0,40.714714,0,0,0
1708982267,40.0,24.0,40.714714,0,0,0
1708982269,40.0,24.0,40.714714,0,0,0
1708982271,40.0,24.0,40.714714,0,0,0
1708982272,40.0,24.0,40.714714,0,0,0
1708982274,39.0,24.0,39.134144,0,0,0
1708982275,39.0,24.0,39.134144,0,0,0
1708982277,39.0,24.0,39.134144,0,0,0
1708982278,39.0,24.0,39.134144,0,0,0
1708982280,39.0,24.0,39.134144,0,0,0
1708982281,39.0,24.0,39.134144,0,0,0
1708982283,39.0,24.0,39.134144,0,0,0
1708982284,39.0,24.0,39.134144,0,0,0
1708982286,38.0,24.0,37.630997,0,0,0
1708982287,38.0,24.0,37.630997,0,0,0
1708982289,38.0,24.0,37.630997,0,0,0
1708982290,38.0,24.0,37.630997,0,0,0
1708982292,38.0,23.0,37.370522,1,1,1
1708982294,38.0,23.0,37.370522,0,0,0
1708982295,38.0,23.0,37.370522,0,0,0
1708982297,38.0,23.0,37.370522,0,0,0
1708982298,37.0,23.0,35.986023,0,0,0
1708982300,37.0,23.0,35.986023,0,0,0
1708982301,37.0,23.0,35.986023,0,0,0
1708982303,37.0,23.0,35.986023,0,0,0
1708982304,37.0,23.0,35.986023,0,0,0
1708982306,37.0,23.0,35.986023,0,0,0
1708982307,37.0,23.0,35.986023,0,0,0
1708982309,37.0,23.0,35.986023,0,0,0
1708982311,37.0,23.0,35.986023,0,0,0
1708982312,37.0,23.0,35.986023,0,0,0
1708982313,36.0,23.0,34.674866,0,0,0
1708982315,36.0,23.0,34.674866,0,0,0
1708982316,36.0,23.0,34.674866,0,0,0
1708982318,36.0,23.0,34.674866,0,0,0
1708982319,36.0,23.0,34.674866,0,0,0
1708982321,36.0,23.0,34.674866,0,0,0
1708982323,36.0,23.0,34.674866,0,0,0
1708982324,36.0,23.0,34.674866,0,0,0
1708982325,36.0,23.0,34.674866,0,0,0
1708982327,36.0,23.0,34.674866,0,0,0
1708982330,35.0,23.0,33.437035,0,0,0
1708982330,35.0,23.0,33.437035,0,0,0
1708982332,35.0,23.0,33.437035,0,0,0
1708982333,35.0,23.0,33.437035,0,0,0
1708982335,35.0,23.0,33.437035,0,0,0
1708982336,35.0,23.0,33.437035,0,0,0
1708982338,35.0,23.0,33.437035,0,0,0
1708982339,35.0,23.0,33.437035,0,0,0
1708982341,35.0,23.0,33.437035,1,1,1
1708982342,35.0,23.0,33.437035,0,0,0
1708982344,35.0,23.0,33.437035,0,0,0
1708982345,35.0,23.0,33.437035,0,0,0
1708982347,34.0,23.0,32.272537,0,0,0
1708982348,34.0,23.0,32.272537,0,0,0
1708982350,34.0,23.0,32.272537,0,0,0
1708982351,34.0,23.0,32.272537,0,0,0
1708982353,34.0,23.0,32.272537,0,0,0
1708982355,34.0,23.0,32.272537,0,0,0
1708982356,34.0,23.0,32.272537,0,0,0
1708982358,34.0,23.0,32.272537,0,0,0
1708982359,34.0,24.0,32.392601,0,0,0
1708982360,34.0,24.0,32.392601,0,0,0
1708982362,34.0,24.0,32.392601,0,0,0
1708982364,34.0,24.0,32.392601,0,0,0
1708982365,33.0,24.0,31.276556,0,0,0
1708982367,33.0,24.0,31.276556,0,0,0
1708982368,33.0,24.0,31.276556,0,0,0
1708982370,33.0,24.0,31.276556,0,0,0
1708982371,33.0,24.0,31.276556,0,0,0
1708982373,33.0,24.0,31.276556,0,0,0
1708982374,33.0,25.0,31.378962,0,0,0
1708982376,33.0,25.0,31.378962,0,0,0
1708982377,33.0,25.0,31.378962,0,0,0
1708982379,33.0,25.0,31.378962,0,0,0
1708982381,33.0,25.0,31.378962,0,0,0
1708982382,33.0,25.0,31.378962,0,0,0
1708982383,33.0,26.0,31.4886,0,0,0
1708982385,33.0,26.0,31.4886,0,0,0
1708982387,32.0,26.0,30.405415,0,0,0
1708982388,32.0,26.0,30.405415,0,0,0
1708982390,32.0,26.0,30.405415,1,1,1
1708982391,32.0,26.0,30.405415,0,0,0
1708982393,32.0,26.0,30.405415,0,0,0
1708982394,32.0,26.0,30.405415,0,0,0
1708982396,32.0,27.0,30.498522,0,0,0
1708982397,32.0,27.0,30.498522,0,0,0
1708982399,32.0,28.0,30.597878,0,0,0
1708982400,32.0,28.0,30.597878,0,0,0
1708982402,32.0,28.0,30.597878,0,0,0
1708982403,32.0,28.0,30.597878,0,0,0
1708982405,32.0,28.0,30.597878,0,0,0
1708982406,32.0,28.0,30.597878,0,0,0
1708982408,32.0,28.0,30.597878,0,0,0
1708982409,32.0,28.0,30.597878,0,0,0
1708982411,32.0,29.0,30.703474,0,0,0
1708982413,32.0,29.0,30.703474,0,0,0
1708982414,32.0,29.0,30.703474,0,0,0
1708982416,32.0,29.0,30.703474,0,0,0
1708982417,31.0,29.0,29.643707,0,0,0
1708982420,31.0,29.0,29.643707,0,0,0
1708982420,31.0,30.0,29.73284,0,0,0
1708982422,31.0,30.0,29.73284,0,0,0
1708982423,31.0,30.0,29.73284,0,0,0
1708982425,31.0,30.0,29.73284,0,0,0
1708982426,31.0,31.0,29.827213,0,0,0
1708982428,31.0,31.0,29.827213,0,0,0
1708982429,31.0,31.0,29.827213,0,0,0
1708982431,31.0,31.0,29.827213,0,0,0
1708982432,31.0,31.0,29.827213,0,0,0
1708982434,31.0,31.0,29.827213,0,0,0
1708982435,31.0,32.0,29.926832,0,0,0
1708982437,31.0,32.0,29.926832,0,0,0
1708982438,31.0,32.0,29.926832,1,1,1
1708982440,31.0,32.0,29.926832,0,0,0
1708982441,31.0,32.0,29.926832,0,0,0
1708982443,31.0,32.0,29.926832,0,0,0
1708982445,31.0,33.0,30.031696,0,0,0
1708982446,31.0,33.0,30.031696,0,0,0
1708982448,31.0,33.0,30.031696,0,0,0
1708982449,31.0,33.0,30.031696,0,0,0
